Start_Date,Loan Size,Repayment day,Loan Status,Loan Term,Loan Market,Amount lent,Lender rate (after loan servicing fee),Capital outstanding,Amount repaid,Amount in arrears
14/10/13,20000,14,Withdrawn,60,B,10,0.085,7.00429716,3.92840651,0
17/10/13,25000,17,Withdrawn,60,A*,10,0.034,6.7422255,3.501658,0
17/10/13,1000,17,Closed,60,A*,20,0.034,0,20.81,0
19/10/13,2000,19,Withdrawn,60,A,20,0.086,14.01972621,8.78,0
19/10/13,5000,19,Withdrawn,60,A*,20,0.034,13.48256554,7.81,0
19/10/13,10000,19,Withdrawn,48,A*,20,0.037,11.69950479,9.63,0
19/10/13,15000,19,Withdrawn,48,A*,10,0.033,5.82907164,4.33449466,0
20/10/13,20000,20,Closed,60,A*,10,0.034,0,10.34,0
20/10/13,25000,20,Withdrawn,60,A,10,0.048,6.82117797,4.04,0
20/10/13,1000,20,Closed,60,A*,20,0.049,0,21.15,0
20/10/13,2000,20,Withdrawn,60,A*,20,0.038,13.51482805,7.72400728,0
20/10/13,5000,20,Withdrawn,60,B,10,0.049,6.81825231,3.47001773,0
20/10/13,10000,20,Withdrawn,60,A*,20,0.038,13.5248995,7.89,0
21/10/13,15000,21,Closed,48,B,20,0.1,0,22.83,0
21/10/13,20000,21,Withdrawn,48,A*,20,0.048,11.80022721,9.82,0
22/10/13,25000,22,Withdrawn,60,A*,10,0.034,6.73904952,3.59619705,0
22/10/13,1000,22,Withdrawn,48,A,10,0.051,2.39265548,8.02,0
23/10/13,2000,23,Withdrawn,60,A,20,0.056,13.714969,8.22,0
23/10/13,5000,23,Withdrawn,60,A*,30,0.034,20.22441423,11.69,0
23/10/13,10000,23,Withdrawn,48,A*,30,0.033,17.4931573,14.28,0
23/10/13,15000,23,Closed,60,A*,10,0.034,0,10.34,0
23/10/13,20000,23,Withdrawn,60,A*,30,0.038,20.29063968,11.82,0
23/10/13,25000,23,Closed,60,A*,30,0.034,0,31.74,0
24/10/13,1000,24,Closed,48,B,30,0.048,0,31.07,0
24/10/13,2000,24,Closed,60,A1,30,0.039,0,32.07,0
24/10/13,5000,24,Withdrawn,48,A1,30,0.038,17.56482332,14.46,0
24/10/13,10000,24,Withdrawn,60,A*,30,0.034,20.22211591,11.71,0
24/10/13,15000,24,Closed,60,A*,30,0.038,0,31.64,0
24/10/13,20000,24,Withdrawn,60,B,30,0.064,21.16475052,12.06,0
25/10/13,25000,25,Withdrawn,48,A*,30,0.033,12.76185245,18.73,0
25/10/13,1000,25,Withdrawn,60,A*,30,0.034,20.22799103,11.69,0
25/10/13,2000,25,Withdrawn,48,A2,30,0.054,17.78054308,14.93,0
25/10/13,5000,25,Closed,48,A*,30,0.033,0,31.27,0
25/10/13,10000,25,Withdrawn,48,A2,30,0.051,17.74647778,14.76,0
25/10/13,15000,25,Closed,60,A*,30,0.034,0,31,0
25/10/13,20000,25,Closed,48,A1,30,0.038,0,31.04,0
25/10/13,25000,25,Withdrawn,60,A*,30,0.047,20.43343915,12.08,0
25/10/13,1000,25,Withdrawn,60,A*,30,0.038,20.29312061,11.81,0
25/10/13,2000,25,Withdrawn,60,A*,30,0.034,20.22857531,11.7,0
25/10/13,5000,25,Withdrawn,60,A1,30,0.039,20.30098673,11.83,0
25/10/13,10000,25,Withdrawn,60,B,30,0.06,20.62998056,12.43,0
25/10/13,15000,25,Withdrawn,48,B,30,0.048,17.70176551,14.71,0
25/10/13,20000,25,Withdrawn,48,A1,30,0.042,17.61608946,14.61,0
25/10/13,25000,25,Closed,60,A*,30,0.034,0,31.7,0
25/10/13,1000,25,Default,60,B,30,0.06,19.26379186,13.27711074,0
25/10/13,2000,25,Withdrawn,60,A1,30,0.039,20.31052409,11.84,0
25/10/13,5000,25,Closed,60,A2,30,0.068,0,33.33,0
25/10/13,10000,25,Withdrawn,48,A*,30,0.033,17.49167141,14.33,0
25/10/13,15000,25,Withdrawn,48,A1,30,0.042,17.62354096,14.54,0
25/10/13,20000,25,Closed,48,A1,30,0.052,0,32.17,0
25/10/13,25000,25,Withdrawn,60,A*,30,0.034,20.70208824,11.23,0
26/10/13,1000,26,Closed,60,A*,30,0.034,0,31.05,0
26/10/13,2000,26,Withdrawn,48,A*,30,0.033,17.49558245,14.34,0
26/10/13,5000,26,Withdrawn,48,A1,30,0.052,17.7621931,14.81,0
26/10/13,10000,26,Withdrawn,60,A*,30,0.047,20.91067558,11.57,0
26/10/13,15000,26,Withdrawn,60,A1,30,0.039,20.30702139,11.82,0
26/10/13,20000,26,Closed,60,A*,30,0.063,0,32.92,0
26/10/13,25000,26,Withdrawn,60,A*,30,0.047,20.42518991,12.07,0
26/10/13,1000,26,Closed,60,A*,30,0.034,0,30.8,0
26/10/13,2000,26,Withdrawn,60,A*,30,0.034,20.22507168,11.7,0
26/10/13,5000,26,Withdrawn,60,A1,30,0.039,19.98271255,12.17,0
26/10/13,10000,26,Withdrawn,60,A1,30,0.039,20.30275856,11.84,0
26/10/13,15000,26,Withdrawn,60,A*,30,0.034,20.22811509,11.75,0
26/10/13,20000,26,Withdrawn,60,A*,30,0.034,20.22507168,11.7,0
26/10/13,25000,26,Closed,48,A2,30,0.051,0,32.54,0
26/10/13,1000,26,Withdrawn,48,A*,30,0.033,17.49726953,14.29,0
27/10/13,2000,27,Closed,48,B,30,0.048,0,31.59,0
27/10/13,5000,27,Withdrawn,60,A1,30,0.039,20.30883318,11.83,0
27/10/13,10000,27,Withdrawn,60,A*,30,0.047,20.91340204,11.59,0
27/10/13,15000,27,Withdrawn,48,A1,30,0.038,17.56020946,14.43,0
27/10/13,20000,27,Closed,60,A1,30,0.039,0,32.11,0
27/10/13,25000,27,Withdrawn,48,A1,30,0.038,17.56860985,14.41,0
27/10/13,1000,27,Closed,48,A*,30,0.033,0,31.35,0
27/10/13,2000,27,Withdrawn,48,A*,30,0.047,17.6875926,14.66,0
27/10/13,5000,27,Withdrawn,60,A*,30,0.034,20.23149489,11.69,0
27/10/13,10000,27,Withdrawn,60,A1,30,0.07,20.78088161,12.7,0
27/10/13,15000,27,Withdrawn,60,A*,30,0.034,20.23091356,11.68,0
27/10/13,20000,27,Withdrawn,60,A*,30,0.034,20.23149489,11.69,0
27/10/13,25000,27,Withdrawn,48,A2,30,0.051,18.35763918,14.17,0
27/10/13,1000,27,Withdrawn,60,A2,30,0.068,20.75102861,12.73,0
27/10/13,2000,27,Withdrawn,48,A2,30,0.051,3.69027273,27.27,0
27/10/13,5000,27,Withdrawn,48,A*,30,0.033,17.49359697,14.29,0
27/10/13,10000,27,Closed,60,A1,30,0.039,0,30.78,0
27/10/13,15000,27,Withdrawn,48,A*,30,0.033,17.49763766,14.3,0
27/10/13,20000,27,Withdrawn,60,A*,30,0.038,20.77048418,11.34,0
27/10/13,25000,27,Withdrawn,60,A*,30,0.034,20.23149489,11.69,0
28/10/13,1000,28,Closed,48,A*,30,0.037,0,30.9,0
28/10/13,2000,28,Closed,60,A2,30,0.053,0,30.44,0
28/10/13,5000,28,Withdrawn,60,A*,30,0.047,20.43136727,12.05,0
28/10/13,10000,28,Closed,60,A2,30,0.056,0,32.35,0
28/10/13,15000,28,Withdrawn,60,A*,30,0.034,20.22795456,11.69,0
28/10/13,20000,28,Withdrawn,60,A2,30,0.053,21.00445046,11.75,0
28/10/13,25000,28,Withdrawn,60,A*,30,0.034,20.70433253,11.21,0
28/10/13,1000,28,Closed,60,A*,30,0.034,0,30.17,0
28/10/13,2000,28,Withdrawn,60,A*,30,0.034,20.70433253,11.21,0
28/10/13,5000,28,Withdrawn,60,A1,30,0.052,20.50765019,12.19,0
28/10/13,10000,28,Withdrawn,60,A*,30,0.034,20.09872821,11.81,0
28/10/13,15000,28,Closed,48,A*,30,0.033,0,31.19,0
28/10/13,20000,28,Default,60,A2,30,0.083,4.03787871,31.50456499,0
28/10/13,25000,28,Withdrawn,48,A*,30,0.033,14.75000989,17.06,0
28/10/13,1000,28,Withdrawn,60,A*,10,0.034,6.74406274,3.9,0
28/10/13,2000,28,Withdrawn,48,A*,30,0.033,6.17903424,24.53,0
28/10/13,5000,28,Withdrawn,60,A*,30,0.034,20.22791691,11.69,0
28/10/13,10000,28,Withdrawn,60,A2,30,0.053,20.52101935,12.22,0
28/10/13,15000,28,Withdrawn,60,B,30,0.095,21.61417631,12.95,0
28/10/13,20000,28,Closed,48,A*,30,0.033,0,30.45,0
28/10/13,25000,28,Withdrawn,48,A*,30,0.033,17.49359697,14.29,0
28/10/13,1000,28,Withdrawn,60,A1,30,0.039,20.30887627,11.83,0
28/10/13,2000,28,Withdrawn,60,A*,30,0.034,20.22747623,11.74,0
28/10/13,5000,28,Closed,60,A*,30,0.034,0,31.01,0
28/10/13,10000,28,Withdrawn,60,A*,30,0.034,20.70786789,11.21,0
28/10/13,15000,28,Withdrawn,48,A1,30,0.052,17.76232222,14.8,0
28/10/13,20000,28,Withdrawn,60,A2,10,0.068,6.91885782,3.67763044,0
29/10/13,25000,29,Closed,48,A*,30,0.033,0,30.62,0
29/10/13,1000,29,Withdrawn,60,A2,10,0.078,6.97258968,3.28941957,0
29/10/13,2000,29,Closed,60,A1,30,0.039,0,31.25,0
29/10/13,5000,29,Withdrawn,60,A*,30,0.034,20.70497797,11.22,0
29/10/13,10000,29,Closed,60,A*,30,0.038,0,30.37,0
29/10/13,15000,29,Withdrawn,60,A*,30,0.038,17.50926804,14.46,0
29/10/13,20000,29,Withdrawn,48,A*,30,0.033,17.48672391,14.29,0
29/10/13,25000,29,Withdrawn,60,A2,30,0.053,20.52139199,12.29,0
29/10/13,1000,29,Withdrawn,48,A*,30,0.033,17.48804718,14.32,0
29/10/13,2000,29,Closed,60,A*,30,0.038,0,31.06,0
29/10/13,5000,29,Withdrawn,60,A*,30,0.034,20.71497797,11.21,0
29/10/13,10000,29,Withdrawn,60,A*,30,0.034,20.22791691,11.69,0
29/10/13,15000,29,Withdrawn,48,A2,30,0.051,17.74612514,14.77,0
29/10/13,20000,29,Withdrawn,48,A*,30,0.033,17.49682971,14.28,0
29/10/13,25000,29,Closed,60,A*,30,0.038,0,30.7,0
29/10/13,1000,29,Closed,60,A*,30,0.034,0,31.02,0
29/10/13,2000,29,Closed,60,A*,30,0.034,0,31.72,0
29/10/13,5000,29,Withdrawn,60,A2,30,0.053,20.52137887,12.28,0
29/10/13,10000,29,Withdrawn,60,A*,30,0.047,20.90414639,11.59,0
29/10/13,15000,29,Withdrawn,60,A*,30,0.038,3.63869946,27.95,0
29/10/13,20000,29,Withdrawn,60,A1,30,0.039,17.27212911,14.63,0
30/10/13,25000,30,Closed,60,A*,30,0.034,0,30.94,0
30/10/13,1000,30,Withdrawn,60,A*,30,0.034,20.71497797,11.21,0
30/10/13,2000,30,Withdrawn,48,A*,30,0.047,18.29948616,14.05,0
30/10/13,5000,30,Withdrawn,60,A1,30,0.039,20.78873016,11.33,0
30/10/13,10000,30,Closed,60,A1,30,0.039,0,30.58,0
30/10/13,15000,30,Closed,60,A*,30,0.065,0,33.31,0
30/10/13,20000,30,Withdrawn,48,A*,30,0.033,18.11277461,13.68,0
30/10/13,25000,30,Withdrawn,48,A*,30,0.033,17.4931573,14.28,0
30/10/13,1000,30,Withdrawn,60,A2,30,0.053,20.53103475,12.2,0
30/10/13,2000,30,Withdrawn,60,A*,30,0.065,20.71281938,12.57,0
30/10/13,5000,30,Withdrawn,60,A*,30,0.047,20.90874949,11.59,0
30/10/13,10000,30,Withdrawn,48,A*,30,0.033,17.49021848,14.29,0
30/10/13,15000,30,Withdrawn,60,A*,30,0.039,20.30659956,11.84,0
30/10/13,20000,30,Withdrawn,60,A2,30,0.053,20.53103475,12.2,0
30/10/13,25000,30,Withdrawn,60,A*,30,0.063,20.68121083,12.48,0
30/10/13,1000,30,Withdrawn,60,A*,30,0.034,20.22396781,11.74,0
30/10/13,2000,30,Withdrawn,60,A*,30,0.047,20.90874949,11.59,0
30/10/13,5000,30,Closed,60,A*,30,0.039,0,31.72,0
30/10/13,10000,30,Withdrawn,60,A2,30,0.078,21.37156452,12.47,0
30/10/13,15000,30,Closed,60,A*,30,0.039,0,31.37,0
30/10/13,20000,30,Withdrawn,48,A*,30,0.038,12.74018542,19.09,0
30/10/13,25000,30,Withdrawn,60,A*,30,0.034,20.22441423,11.69,0
30/10/13,1000,30,Withdrawn,60,B,30,0.06,20.6290262,12.42,0
30/10/13,2000,30,Withdrawn,60,A*,30,0.034,20.23083741,11.68,0
30/10/13,5000,30,Withdrawn,48,A2,30,0.051,17.74920883,14.84,0
30/10/13,10000,30,Withdrawn,60,A*,30,0.034,13.58607354,18.26,0
30/10/13,15000,30,Withdrawn,60,A1,30,0.039,20.30818353,11.87,0
30/10/13,20000,30,Closed,48,A*,30,0.033,0,31.17,0
30/10/13,25000,30,Closed,60,A*,30,0.034,0,31.76,0
30/10/13,1000,30,Withdrawn,48,A*,30,0.047,18.3022883,14.07,0
30/10/13,2000,30,Withdrawn,48,A*,30,0.033,18.10580467,13.68,0
30/10/13,5000,30,Withdrawn,60,A*,10,0.047,6.81041875,3.74909777,0
30/10/13,10000,30,Withdrawn,60,A1,10,0.052,6.83760329,4.06,0
30/10/13,15000,30,Withdrawn,48,A1,30,0.038,17.56860985,14.41,0
30/10/13,20000,30,Withdrawn,48,A1,30,0.038,17.56860985,14.41,0
30/10/13,25000,30,Withdrawn,48,A*,30,0.033,17.49058979,14.33,0
31/10/13,1000,31,Withdrawn,48,A1,30,0.038,18.17773873,13.83,0
31/10/13,2000,31,Withdrawn,60,A2,30,0.053,20.99938443,11.75,0
31/10/13,5000,31,Withdrawn,60,A2,30,0.068,20.75981641,12.61,0
31/10/13,10000,31,Withdrawn,48,A*,30,0.047,17.6875926,14.66,0
31/10/13,15000,31,Closed,48,A*,30,0.067,0,31.36,0
31/10/13,20000,31,Withdrawn,60,A*,30,0.034,20.23083741,11.68,0
31/10/13,25000,31,Withdrawn,60,A2,30,0.053,20.52587624,12.25,0
31/10/13,1000,31,Closed,60,A2,30,0.053,0,30.03,0
31/10/13,2000,31,Withdrawn,60,A2,30,0.057,20.58514966,12.35,0
31/10/13,5000,31,Withdrawn,48,A2,30,0.066,17.95395315,15.17,0
31/10/13,10000,31,Closed,60,A*,30,0.034,0,31.3,0
31/10/13,15000,31,Withdrawn,60,A*,30,0.034,20.71140434,11.21,0
31/10/13,20000,31,Withdrawn,60,A1,30,0.044,19.85662753,12.44,0
31/10/13,25000,31,Closed,60,A2,30,0.053,0,31.83,0
01/11/13,1000,2,Closed,60,B,20,0.06,0,21.68,0
01/11/13,2000,2,Withdrawn,60,A1,20,0.041,13.56191688,7.96,0
03/11/13,5000,2,Withdrawn,60,A*,20,0.034,13.48616634,7.79,0
03/11/13,10000,2,Withdrawn,60,A*,20,0.034,13.48158399,7.79,0
03/11/13,15000,2,Closed,60,A*,20,0.041,0,20.51,0
04/11/13,20000,2,Closed,48,A*,20,0.034,0,20.94,0
04/11/13,25000,2,Withdrawn,48,B,20,0.048,12.21136617,9.41,0
04/11/13,1000,2,Withdrawn,60,A1,10,0.054,6.81030846,3.33830812,0
04/11/13,2000,2,Closed,60,B,20,0.073,0,21.95,0
04/11/13,5000,2,Withdrawn,60,A*,20,0.035,13.48933401,7.84,0
05/11/13,10000,2,Withdrawn,60,A*,20,0.035,13.81484435,7.5,0
05/11/13,15000,2,Withdrawn,60,A2,20,0.05,13.96967012,7.78,0
05/11/13,20000,2,Withdrawn,60,A*,20,0.035,13.81484435,7.5,0
05/11/13,25000,2,Closed,60,A*,20,0.035,0,20.01,0
05/11/13,1000,2,Withdrawn,48,A2,20,0.062,12.3413595,9.66,0
05/11/13,2000,2,Withdrawn,48,C1,20,0.078,12.47472769,9.92,0
05/11/13,5000,2,Closed,48,A2,20,0.049,0,21.55,0
05/11/13,10000,2,Withdrawn,60,A1,10,0.043,6.78977948,3.99,0
05/11/13,15000,2,Closed,48,A*,20,0.034,0,20.25,0
06/11/13,20000,2,Withdrawn,48,A*,20,0.047,12.20455903,9.38,0
07/11/13,25000,3,Withdrawn,48,B,20,0.064,12.35322227,9.7,0
08/11/13,1000,3,Withdrawn,60,B,20,0.067,14.13765019,8.09,0
08/11/13,2000,3,Withdrawn,60,A*,10,0.035,6.74380468,3.91,0
08/11/13,5000,3,Withdrawn,60,B,10,0.057,7.01559832,3.31893182,0
09/11/13,10000,3,Closed,48,A2,20,0.078,0,21.64,0
09/11/13,15000,3,Withdrawn,60,A*,10,0.041,6.94355494,3.79,0
11/11/13,20000,11,Withdrawn,60,A1,20,0.059,14.06220579,7.94,0
12/11/13,25000,12,Closed,60,A1,10,0.043,0,10.12,0
12/11/13,1000,12,Withdrawn,48,A1,10,0.04,6.06807168,4.06796532,0
12/11/13,2000,12,Closed,60,A2,10,0.049,0,10.49,0
13/11/13,5000,13,Withdrawn,48,A2,10,0.048,6.10167359,4.05639152,0
13/11/13,10000,13,Withdrawn,60,A2,10,0.05,6.82977755,3.34790502,0
14/11/13,15000,14,Closed,60,A2,10,0.056,0,10.9,0
15/11/13,20000,15,Withdrawn,60,A2,10,0.05,6.98769903,3.1937715,0
15/11/13,25000,15,Closed,48,B,10,0.064,0,10.64,0
16/11/13,1000,16,Withdrawn,60,A2,20,0.083,14.29226019,8.3,0
16/11/13,2000,16,Withdrawn,48,A*,10,0.047,5.13187155,5.53,0
16/11/13,5000,16,Withdrawn,60,A*,10,0.035,6.74123203,3.41977643,0
16/11/13,10000,16,Withdrawn,48,A1,20,0.04,12.14377994,9.21,0
16/11/13,15000,16,Withdrawn,60,A2,20,0.049,13.64270056,8.06,0
16/11/13,20000,16,Withdrawn,48,A*,20,0.033,12.07532723,9.09,0
18/11/13,25000,18,Withdrawn,48,A2,10,0.074,6.22615383,3.77384617,0
19/11/13,1000,19,Closed,60,A2,10,0.062,0,10.01,0
20/11/13,2000,20,Withdrawn,60,A1,10,0.042,6.94311902,3.08695076,0
21/11/13,5000,21,Withdrawn,60,C1,10,0.076,7.11321501,4.1,0
22/11/13,10000,22,Closed,60,A*,20,0.034,0,21.13,0
22/11/13,15000,22,Withdrawn,60,B,20,0.067,11.72195137,10.33,0
24/11/13,20000,24,Withdrawn,48,A*,20,0.051,12.23345827,9.39,0
24/11/13,25000,24,Withdrawn,60,A1,10,0.057,7.02042664,3.35956472,0
24/11/13,1000,24,Withdrawn,60,A2,10,0.077,7.1180508,2.8819492,0
25/11/13,2000,25,Withdrawn,60,A*,20,0.035,13.82193231,7.43,0
26/11/13,5000,26,Closed,60,A*,20,0.035,0,20.77,0
26/11/13,10000,26,Withdrawn,60,A*,20,0.035,13.81409545,7.45,0
26/11/13,15000,26,Withdrawn,60,A1,10,0.043,6.95369718,3.79,0
26/11/13,20000,26,Withdrawn,60,A*,20,0.035,13.82021184,7.48,0
26/11/13,25000,26,Closed,48,A*,20,0.035,0,20.39,0
26/11/13,1000,26,Withdrawn,60,A*,20,0.035,13.8144063,7.44,0
27/11/13,2000,27,Withdrawn,48,A2,10,0.049,4.9237512,5.61131597,0
30/11/13,5000,30,Withdrawn,60,A*,10,0.035,6.90723891,3.72,0
30/11/13,10000,30,Closed,48,A*,20,0.034,0,20.74,0
01/12/13,15000,2,Withdrawn,48,C1,10,0.056,6.34914488,3.96024763,0
03/12/13,20000,2,Withdrawn,60,A2,20,0.05,14.28450177,7.37,0
03/12/13,25000,2,Withdrawn,60,B,10,0.056,2.94185233,8,0
07/12/13,1000,3,Withdrawn,60,A*,20,0.035,14.13619346,7.1,0
09/12/13,2000,3,Withdrawn,60,A*,20,0.035,14.13425135,7.09,0
12/12/13,5000,12,Withdrawn,48,A*,20,0.035,12.08456739,9.12,0
12/12/13,10000,12,Withdrawn,60,A*,20,0.035,13.81695203,7.44,0
12/12/13,15000,12,Withdrawn,48,A*,10,0.034,6.24782297,3.82389744,0
13/12/13,20000,13,Closed,60,A*,20,0.035,0,20.77,0
13/12/13,25000,13,Withdrawn,60,A*,20,0.035,14.13391778,7.1,0
14/12/13,1000,14,Withdrawn,60,A*,10,0.035,4.02424356,6.3936807,0
14/12/13,2000,14,Withdrawn,60,A1,20,0.0538,14.31693653,7.46,0
14/12/13,5000,14,Withdrawn,60,C1,20,0.0566,8.14170697,12.91,0
14/12/13,10000,14,Withdrawn,48,C1,20,0.071,12.41179632,9.73,0
15/12/13,15000,15,Withdrawn,60,A*,20,0.0368,14.15402742,7.14,0
16/12/13,20000,16,Withdrawn,60,A*,20,0.035,14.13626887,7.1,0
17/12/13,25000,17,Withdrawn,48,A1,20,0.047,9.16627997,12.21,0
18/12/13,1000,18,Closed,48,A1,10,0.047,0,10.47,0
18/12/13,2000,18,Withdrawn,60,A*,20,0.035,14.13526257,7.13,0
18/12/13,5000,18,Closed,60,A*,10,0.0368,0,10.368,0
18/12/13,10000,18,Withdrawn,60,A*,20,0.035,14.14137745,7.09,0
18/12/13,15000,18,Withdrawn,60,A*,20,0.035,14.12839878,7.1,0
18/12/13,20000,18,Withdrawn,60,A2,20,0.055,14.33574552,7.4,0
18/12/13,25000,18,Closed,60,A1,20,0.063,0,21.6,0
19/12/13,1000,19,Withdrawn,60,A1,20,0.048,14.26889972,7.3,0
19/12/13,2000,19,Withdrawn,60,A2,20,0.055,14.33640543,7.42,0
19/12/13,5000,19,Withdrawn,48,A*,20,0.035,12.31605503,8.84,0
19/12/13,10000,19,Withdrawn,60,A*,20,0.035,14.13626887,7.1,0
20/12/13,15000,20,Withdrawn,60,C1,20,0.054,14.31986795,7.42,0
21/12/13,20000,21,Closed,60,A*,20,0.035,-0.01084129,20.71084129,0
21/12/13,25000,21,Withdrawn,48,A*,10,0.035,6.24779456,3.99225885,0
21/12/13,1000,21,Withdrawn,48,A*,10,0.035,2.38960478,8,0
22/12/13,2000,22,Withdrawn,60,A*,20,0.035,14.13812526,7.12,0
22/12/13,5000,22,Closed,60,A*,20,0.035,0,20.61,0
23/12/13,10000,23,Closed,60,A2,20,0.055,0,21.24,0
23/12/13,15000,23,Closed,48,A*,20,0.035,0,20.84,0
24/12/13,20000,24,Closed,60,A2,20,0.07,0,22.08,0
27/12/13,25000,27,Closed,60,A2,10,0.07,0,10.56,0
27/12/13,1000,27,Withdrawn,60,A*,10,0.04,7.09657371,3.19225388,0
27/12/13,2000,27,Withdrawn,60,A1,20,0.064,14.73180222,7.26,0
28/12/13,5000,28,Withdrawn,60,A*,20,0.0368,0,21.29167956,0
28/12/13,10000,28,Withdrawn,60,A*,20,0.036,14.12802826,5.87197174,0
30/12/13,15000,30,Withdrawn,60,A*,10,0.04,7.09764038,3.05653307,0
30/12/13,20000,30,Withdrawn,60,A2,10,0.056,7.17010102,3.60494646,0
01/01/14,25000,2,Closed,60,A2,20,0.055,0,21.49,0
02/01/14,1000,2,Withdrawn,48,A*,20,0.033,12.89077937,8.22,0
03/01/14,2000,2,Withdrawn,60,A*,10,0.033,7.22239506,3.35,0
04/01/14,5000,2,Withdrawn,60,A*,20,0.033,14.42651282,6.72,0
05/01/14,10000,2,Withdrawn,60,A*,20,0.04,14.19135521,7.16,0
05/01/14,15000,2,Withdrawn,48,C1,20,0.044,12.58138106,8.79,0
05/01/14,20000,2,Withdrawn,60,A*,20,0.033,14.4394062,6.71,0
05/01/14,25000,2,Withdrawn,60,A2,10,0.053,7.16161205,2.95276217,0
06/01/14,1000,2,Withdrawn,60,A*,20,0.04,14.49967462,6.83,0
07/01/14,2000,3,Withdrawn,60,A*,20,0.04,5.69413604,14.95,0
07/01/14,5000,3,Withdrawn,60,A1,20,0.046,14.5578497,6.93,0
08/01/14,10000,3,Withdrawn,48,A1,20,0.079,13.29138921,8.99,0
08/01/14,15000,3,Withdrawn,60,A*,20,0.033,14.14275123,6.99,0
08/01/14,20000,3,Withdrawn,60,A2,20,0.072,14.80940465,7.36,0
09/01/14,25000,3,Withdrawn,60,A2,20,0.0482,14.58263753,6.94,0
10/01/14,1000,4,Withdrawn,60,A*,10,0.0338,7.21993673,2.78006327,0
12/01/14,2000,12,Withdrawn,60,A*,10,0.0455,7.27723949,3.29923963,0
14/01/14,5000,14,Withdrawn,60,A2,10,0.0486,7.2894544,2.85670626,0
15/01/14,10000,15,Closed,60,A*,10,0.0339,0,10.339,0
18/01/14,15000,18,Withdrawn,48,A1,20,0.0289,12.8675531,8.11,0
19/01/14,20000,19,Withdrawn,60,A*,10,0.0402,6.74225346,3.25774654,0
19/01/14,25000,19,Withdrawn,60,A1,10,0.029,7.19148937,2.85596984,0
19/01/14,1000,19,Withdrawn,60,A*,20,0.0318,6.66572173,14.4,0
20/01/14,2000,20,Withdrawn,60,B,10,0.0441,7.27071276,2.72928724,0
20/01/14,5000,20,Withdrawn,60,A*,10,0.0426,7.26315866,2.73684134,0
24/01/14,10000,24,Withdrawn,60,A*,10,0.0304,7.2075279,2.81681399,0
25/01/14,15000,25,Withdrawn,60,A*,20,0.0303,14.40756737,6.63,0
25/01/14,20000,25,Withdrawn,60,A1,20,0.0304,14.4072795,6.62,0
25/01/14,25000,25,Closed,48,A*,10,0.0303,0,10.44,0
26/01/14,1000,26,Withdrawn,60,A2,10,0.0597,7.34604477,2.73922922,0
26/01/14,2000,26,Withdrawn,60,A1,10,0.0303,7.20159786,2.89868421,0
27/01/14,5000,27,Withdrawn,60,A*,10,0.0324,7.21752573,2.80802901,0
28/01/14,10000,28,Withdrawn,60,A*,10,0.0457,7.27345154,2.97695886,0
29/01/14,15000,29,Withdrawn,48,A*,20,0.0305,12.86320876,8.13,0
30/01/14,20000,30,Withdrawn,60,A*,10,0.0429,7.25981435,2.90659937,0
30/01/14,25000,30,Withdrawn,60,B,10,0.074,7.40377871,2.59622129,0
30/01/14,1000,30,Withdrawn,60,B,10,0.0747,0,10.43974693,0
30/01/14,2000,30,Withdrawn,60,A*,10,0.0307,7.2072496,3.0036427,0
30/01/14,5000,30,Withdrawn,60,A2,10,0.047,7.28712043,2.71287957,0
30/01/14,10000,30,Closed,60,B,20,0.047,0,21.03,0
01/02/14,15000,2,Withdrawn,48,A1,20,0.0713,13.22733575,8.75,0
01/02/14,20000,2,Withdrawn,60,A*,10,0.0506,7.30460247,2.88623518,0
01/02/14,25000,2,Withdrawn,60,A*,20,0.0506,14.59925432,6.95,0
01/02/14,1000,2,Withdrawn,60,A2,20,0.0599,14.99011564,6.78,0
01/02/14,2000,2,Closed,60,A*,20,0.0506,0,20.65,0
01/02/14,5000,2,Withdrawn,60,A*,20,0.0307,14.41680779,6.62,0
01/02/14,10000,2,Withdrawn,48,A*,20,0.0308,12.87283866,8.13,0
01/02/14,15000,2,Withdrawn,60,C1,20,0.0694,14.78133273,7.23,0
02/02/14,20000,2,Withdrawn,60,A*,10,0.03,7.19464258,2.80535742,0
02/02/14,25000,2,Withdrawn,60,A*,10,0.0308,0,10.12827323,0
03/02/14,1000,2,Withdrawn,48,A*,20,0.0456,13.4023872,7.96,0
03/02/14,2000,2,Withdrawn,60,A2,20,0.0472,14.57393337,6.88,0
03/02/14,5000,2,Withdrawn,60,A1,20,0.0521,14.61742285,6.96,0
04/02/14,10000,2,Withdrawn,60,A1,20,0.0648,15.0466322,6.85,0
04/02/14,15000,2,Withdrawn,60,A*,20,0.0327,14.74886632,6.34,0
05/02/14,20000,2,Withdrawn,60,A1,20,0.0638,14.72507628,7.15,0
05/02/14,25000,2,Withdrawn,60,A*,20,0.0327,14.43232217,6.66,0
05/02/14,1000,2,Closed,60,A1,20,0.0427,-0.01143535,20.86543535,0
05/02/14,2000,2,Withdrawn,60,A1,20,0.0426,14.84565365,6.51,0
06/02/14,5000,2,Withdrawn,48,B,20,0.0609,0,21.76485682,0
06/02/14,10000,2,Withdrawn,48,B,20,0.06,13.10781151,6.89218849,0
07/02/14,15000,3,Closed,60,A*,10,0.0328,0,10.328,0
